fonte,origem_tipo,pais,classe,titulo,tipo,fase_produto,produto,categoria,valor,score,ano,link,origem
São Paulo Film Commission,outro,Não identificado,noticia,"t.me/Spfilmcommission SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, facilitando as filmagens nacionais e estrangeiras. A proposta é que as diversas paisagens de São Paulo sirvam de locações para produções de cinema, TV e demais plataformas. Além de movimentar a economia do audiovisual, a",outro,producao,producao_obra,audiovisual,,145,,https://t.me/Spfilmcommission,https://spcine.com.br/spfilmcommission/
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,Insights Insights Insights and Trends Overview Overview Australian Films Cinema Industry Trends People and Business Employment Trends Production Businesses Australian Content Regulation Production Trends Australian Features Australian TV VOD Drama Production Foreign Features Documentary P Insights Insights and Trends Overview Overview Australian Films Cinema Industry Trends People and Business Employment Trends Production Businesses Australian Content Regulation Production Trends Australian Features Australian TV V,mercado,producao,producao_obra,audiovisual,,135,,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-recipients,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-recipients
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,Insights Insights Insights and Trends Overview Overview Australian Films Cinema Industry Trends People and Business Employment Trends Production Businesses Australian Content Regulation Production Trends Australian Features Australian TV VOD Drama Production Foreign Features Documentary P Insights Insights and Trends Overview Overview Australian Films Cinema Industry Trends People and Business Employment Trends Production Businesses Australian Content Regulation Production Trends Australian Features Australian TV V,mercado,producao,producao_obra,audiovisual,,135,,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-applicants,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-applicants
São Paulo Film Commission,municipal,Brasil,noticia,"aqui . SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, facilitando as filmagens nacionais e estrangeiras. A proposta é que as diversas paisagens de São Paulo sirvam de locações para produções de cinema, TV e demais plataformas. Além de movimentar a economia do audiovisual, a",outro,producao,producao_obra,audiovisual,,115,2023,https://legislacao.prefeitura.sp.gov.br/leis/portaria-conjunta-secretaria-municipal-de-cultura-smc-secretaria-municipal-das-subprefeituras-smsub-22-de-31-de-marco-de-2023/consolidado,https://spcine.com.br/spfilmcommission/
RioFilme,outro,Brasil,noticia,"RioFilme anunciará a segunda edição da parceria HBF+Brasil: Iniciativa de apoio ao desenvolvimento’, durante o Marché du Film no Festival de Cinema de Cannes. Acordo que reúne a empresa da Prefeitura, Spcine, Projeto Paradiso e Embratur junto ao Hubert Bals Fund oferece aportes d RioFilme anunciará a segunda edição da parceria HBF+Brasil: Iniciativa de apoio ao desenvolvimento’, durante o Marché du Film no Festival de Cinema de Cannes. Acordo que reúne a empresa da Prefeitura, Spcine, Projeto Paradiso e Embratur ju",festival,desenvolvimento,festival_inscricao,audiovisual,,114,,https://riofilme.com.br/noticias/riofilme-anunciara-a-segunda-edicao-da-parceria-hbfbrasil-iniciativa-de-apoio-ao-desenvolvimento-durante-o-marche-du-film-no-festival-de-cinema-de-cannes/,https://riofilme.com.br
EFAD,internacional,União Europeia,noticia,Council of Europe Convention on the Co-production of Audiovisual Works in the Form of Series open for signatures,mercado,producao,producao_obra,audiovisual,,110,,https://www.europeanfilmagencies.eu/news/efad-welcomes-the-opening-for-signature-of-the-council-of-europe-convention-on-the-co-production-of-audiovisual-works-in-the-form-of-series,https://www.europeanfilmagencies.eu
São Paulo Film Commission,outro,Brasil,noticia,"Catálogo de Produtoras Paulistanas Para facilitar a troca entre entidades do setor audiovisual internacional com produtoras locais, a Spcine criou o Catálogo de Produtoras Paulistanas . O Catálogo acaba de ser ampliado para contemplar também distribuidoras e estúdios. O documento disponível em inglês, reúne inform SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, facil",outro,producao,producao_obra,audiovisual,,105,,https://spcine.com.br/wp-content/uploads/catalog_spcine_2024_compressed.pdf,https://spcine.com.br/spfilmcommission/
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Number of feature films produced and key cinema data since 2008 Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By state and exhibitors Multiplexes: By state and exhibitor Historical admissions Overvi",mercado,mercado,mercado_pitch_coproducao,audiovisual,,100,2008,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/world-rankings/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
Secult AM,estadual,Brasil,noticia,"Cinema de Arte promove exibição de filmes sobre identidade, resistência e vivências trans no Cineteatro Guarany",mostra,exibicao,distribuicao_circulacao,audiovisual,,95,,https://cultura.am.gov.br/cinema-de-arte-promove-exibicao-de-filmes-sobre-identidade-resistencia-e-vivencias-trans-no-cineteatro-guarany/,https://cultura.am.gov.br/producao-lirica-brasileira-com-montagem-inedita-de-carlos-gomes-e-celebrada-no-27o-festival-amazonas-de-opera
São Paulo Film Commission,outro,Internacional,noticia,"Acompanhe nossas novidades no Instagram @spfilmcommission Fotos: José Cordeiro/SPTuris e Sylvia Masini Acompanhe nossas novidades no Instagram @spfilmcommission SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, facilitando as filmagens nacionais e estrangeiras. A proposta é que as diversas paisagens de São Paulo sirvam de locações para produções de cinema, TV e demais",outro,producao,producao_obra,audiovisual,,90,,https://www.instagram.com/spfilmcommission/,https://spcine.com.br/spfilmcommission/
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Number of Australian and overseas films released in Australian cinemas since 1984 Number of Australian and overseas films released in Australian cinemas since 1984 Top film each year since 1972 Top 50 each year since 1992 Top 50 films of all time Top documentaries of all time Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatr",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,1984,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/films-screened/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Internacional,noticia,"Rentrak Supplementing MPDAA data is information on documentaries provided to Screen Australia by Nielsen EDI (now a service provided by Rentrak ) and the distributor Ronin Films . Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By state",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,2023,http://www.rentrak.com/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Ronin Films Supplementing MPDAA data is information on documentaries provided to Screen Australia by Nielsen EDI (now a service provided by Rentrak ) and the distributor Ronin Films . Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By s",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,2023,http://www.roninfilms.com.au/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Top 50 each year since 1992 Number of Australian and overseas films released in Australian cinemas since 1984 Top film each year since 1972 Top 50 each year since 1992 Top 50 films of all time Top documentaries of all time Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres st",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,1992,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/top-50-each-year/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Top 50 films of all time Number of Australian and overseas films released in Australian cinemas since 1984 Top film each year since 1972 Top 50 each year since 1992 Top 50 films of all time Top documentaries of all time Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,1984,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/top-50-all-time/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Top documentaries of all time Number of Australian and overseas films released in Australian cinemas since 1984 Top film each year since 1972 Top 50 each year since 1992 Top 50 films of all time Top documentaries of all time Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,1984,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/top-documentaries-all-time/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Top film each year since 1972 Number of Australian and overseas films released in Australian cinemas since 1984 Top film each year since 1972 Top 50 each year since 1992 Top 50 films of all time Top documentaries of all time Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,1972,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/top-film-each-year/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
festivals and mercados Build audiences for your projects,outro,Não identificado,noticia,"Total screens, theatres and seating capacity Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By state and exhibitors Multiplexes: By state and exhibitor Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by s",mercado,mercado,mercado_pitch_coproducao,audiovisual,,90,2023,https://www.screenaustralia.gov.au/insights-and-trends/australian-films/box-office-share-screen-australia/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends
bolsas e apoios,outro,Não identificado,noticia,"VRS Canada website Canada Council also welcomes VRS (Video Relay Service) calls. For more information, please visit the VRS Canada website (http://srvcanadavrs.ca/en/).",outro,nao identificado,nao identificado,audiovisual,,87,,http://srvcanadavrs.ca/en/,https://canadacouncil.ca/contact
CNC,outro,França,noticia,>> toutes les publications séries & TV,outro,nao identificado,nao identificado,audiovisual,,85,,https://cnc.fr/series-tv/etudes-et-rapports,https://cnc.fr
CNC,outro,França,noticia,Etudes et statistiques Etudes et statistiques Bilan du CNC Etudes Statistiques >> toutes les publications séries & TV,outro,nao identificado,nao identificado,audiovisual,,85,,https://cnc.fr/series-tv/etudes-et-rapports,https://cnc.fr
São Paulo Film Commission,federal,Brasil,noticia,"aqui Produções estrangeiras que querem filmar no Brasil devem seguir a instrução da ANCINE (Agência Nacional de Cinema). A instrução pode ser lida clicando aqui . SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, facilitando as filmagens nacionais e estrangeiras. A proposta é que as diversas paisagens de São Paulo sirvam de locações para produções de cinema, TV e demai",outro,producao,producao_obra,audiovisual,,85,,https://www.gov.br/ancine/pt-br/assuntos/atribuicoes-ancine/internacional/filmar-brasil/filming-in-brazil-english,https://spcine.com.br/spfilmcommission/
festivals and mercados Build audiences for your projects,outro,Internacional,noticia,"https://adelaidefilmfestival.org/ Adelaide Film Festival Genre: All genre The Adelaide Film Festival (AFF) is an 12 day celebration of the moving image in all its manifestations. Established in 2002, the AFF is one of Australia’s premiere film events, celebrating contemporary screen culture from around Australia and the world. Variety placed it on its list of ’50 Unmissable Film Festivals’. The AFF was the first film festival in Australia to establis",festival,exibicao,festival_inscricao,audiovisual,,82,2002,https://adelaidefilmfestival.org/,https://www.screenaustralia.gov.au/festivals-and-market/adelaide-film-festival
INCAA,outro,Não identificado,noticia,"Conocer más Mapa Interactivo Desde el INCAA buscamos promover el desarrollo de la industria audiovisual en todo el territorio nacional, y para eso impulsamos políticas de formación, de fomento a la producción regional y de exhibición de películas y contenidos audiovisuales en diversas locali",outro,nao identificado,nao identificado,audiovisual,,77,,https://incaa.gob.ar/mapa-interactivo,https://incaa.gob.ar
São Paulo Film Commission,outro,Brasil,noticia,"MANUAL DE FILMAGENS EM SÃO PAULO FILME EM SÃO PAULO Os pedidos de autorização de filmagem em locais públicos municipais são feitos através do Cadastro Único , as produtoras devem informar as necessidades da produção e dados do projeto. A partir daí, a SPFilm assume a negociação com os órgãos envolvidos na libera SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, facilit",outro,producao,producao_obra,audiovisual,,75,,https://spcine.com.br/wp-content/uploads/guia-produtores-V821.pdf,https://spcine.com.br/spfilmcommission/
São Paulo Film Commission,outro,Internacional,noticia,"SOLICITE SUA AUTORIZAÇÃO DE FILMAGEM FILME EM SÃO PAULO Os pedidos de autorização de filmagem em locais públicos municipais são feitos através do Cadastro Único , as produtoras devem informar as necessidades da produção e dados do projeto. A partir daí, a SPFilm assume a negociação com os órgãos envolvidos na libera SÃO PAULO FILM COMMISSION A São Paulo Film Commission oferece assistência para a realização de produções audiovisuais na capital paulista. A missão é transformar a cidade em um cenário a céu aberto, fac",outro,producao,producao_obra,audiovisual,,75,,http://cadastro.filmesp.com,https://spcine.com.br/spfilmcommission/
Berlinale Talents,outro,Alemanha,noticia,"Find Out More Berlinale Talents 2026 Theme: Creating (and) Confusion - Cinema, Chaos and the Power of Discomfort In 2026, Berlinale Talents embraces ambiguity and paradox as vital elements of our world, celebrating the courage to resist easy answers, under the theme “Creating (and) Confusion –",outro,nao identificado,nao identificado,audiovisual,,65,2026,https://www.berlinale-talents.de/bt/page/c/pr-theme-2026,https://www.berlinale-talents.de
CNC,outro,França,noticia,>> toutes les publications jeu vidéo,outro,nao identificado,nao identificado,audiovisual,,65,,https://cnc.fr/jeu-video/etudes-et-rapports,https://cnc.fr
CNC,outro,França,noticia,Etudes et statistiques Etudes et statistiques Bilan du CNC Etudes >> toutes les publications jeu vidéo,outro,nao identificado,nao identificado,audiovisual,,65,,https://cnc.fr/jeu-video/etudes-et-rapports,https://cnc.fr
INCAA,outro,Não identificado,noticia,"Acceder Nuevo Catálogo Audiovisual Argentino Toda la información sobre contenidos audiovisuales argentinos en un solo lugar, con un diseño agil y accesible. Acceder Suscribir tu película",outro,nao identificado,nao identificado,audiovisual,,65,,https://catalogocineargentino.incaa.gob.ar/,https://incaa.gob.ar
INCAA,outro,Internacional,noticia,"Suscribir tu película Nuevo Catálogo Audiovisual Argentino Toda la información sobre contenidos audiovisuales argentinos en un solo lugar, con un diseño agil y accesible. Acceder Suscribir tu película",outro,nao identificado,nao identificado,audiovisual,,65,,https://www.ventana-sur.com/catalogo-de-cine/,https://incaa.gob.ar
"festivals festivals FDCP promotes Filipino films through cultural and commercial programas, partnering with local and international institutions, festivals, and mercados to showcase Filipino cinema.",internacional,Não identificado,noticia,"https://nationalregistry.fdcp.ph/. The Film Festival must be registered under the FDCP National Registry for Events and Festivals (NREF). For more information, visit https://nationalregistry.fdcp.ph/.",festival,exibicao,festival_inscricao,audiovisual,,62,,https://nationalregistry.fdcp.ph/.,https://fdcp.ph/fdap
"festivals, activities and cinemas",outro,Internacional,noticia,"Academy’s website For more information on the rules and regulations for participation in the Best International Feature Film category, consult the rules and regulations on the Academy’s website , under the Complete Rules, specifically Rule 15.",formacao,nao identificado,formacao_mentoria,audiovisual,,62,,https://www.oscars.org/oscars/rules-eligibility,https://telefilm.ca/en/we-promote/canadas-best-international-feature-film-academy-award-submission
CTAV,federal,Brasil,noticia,"Programa Acervo CTAv SRTV 508 - Exibição - pesquisa com o público 𝐒𝐢𝐧𝐨𝐩𝐬𝐞: Pesquisa com o público realizada no Rio de Janeiro, em 1977, sobre o acesso às salas de cinema e o intere Programa Acervo CTAv SRTV 508 - Exibição - pesquisa com o público 𝐒𝐢𝐧𝐨𝐩𝐬𝐞: Pesquisa com o público realizada no Rio de Janeiro, em 1977, sobre o acesso às salas de cinema e o interesse pelos filmes.",mostra,exibicao,distribuicao_circulacao,audiovisual,,60,1977,https://gov.br/ctav/pt-br/noticias/srtv-508-exibicao-pesquisa-com-o-publico,https://gov.br/ctav
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Internacional,noticia,"Visit website Screen Africa Screen Africa provides insightful information in its print and electronic publications about SA’s professional entertainment industry, comprising broadcast, film, TV, commercials and new media production, plus events and professional equipment. Visit website",mercado,producao,producao_obra,audiovisual,,60,,http://www.screenafrica.com/,https://www.nfvf.co.za/industry-organisations
Ibermedia,outro,Internacional,noticia,"Ibermedia Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,nao identificado,audiovisual,,60,2026,https://www.programaibermedia.com/author/angulodaneri/,https://www.programaibermedia.com
Ibermedia,outro,Internacional,noticia,"La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,nao identificado,audiovisual,,60,2026,https://www.programaibermedia.com/la-escac-anuncia-sus-masteres-universitarios-en-alianza-con-la-universidad-de-barcelona-ub/,https://www.programaibermedia.com
Ibermedia,outro,Internacional,noticia,"Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,nao identificado,audiovisual,,60,2026,"https://twitter.com/intent/tweet?text=La%20ESCAC%20anuncia%20sus%20másteres%20universitarios%20en%20alianza%20con%20la%20Universidad%20de%20Barcelona,%20UB%20-%20https://www.programaibermedia.com/la-escac-anuncia-sus-masteres-universitarios-en-alianza-con-la-universidad-de-barcelona-ub/",https://www.programaibermedia.com
Ibermedia,outro,Internacional,noticia,"Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,nao identificado,audiovisual,,60,2026,https://plus.google.com/share?url=https%3A%2F%2Fwww.programaibermedia.com%2Fla-escac-anuncia-sus-masteres-universitarios-en-alianza-con-la-universidad-de-barcelona-ub%2F,https://www.programaibermedia.com
Ibermedia,outro,Internacional,noticia,"Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,desenvolvimento_roteiro,audiovisual,,60,2026,http://pinterest.com/pin/create/button?url=https%3A%2F%2Fwww.programaibermedia.com%2Fla-escac-anuncia-sus-masteres-universitarios-en-alianza-con-la-universidad-de-barcelona-ub%2F&media=https%3A%2F%2Fwww.programaibermedia.com%2Fwp-content%2Fuploads%2F2026%2F05%2FESCAC_masteres-universitarios_3.jpg&description=La%20ESCAC%20anuncia%20sus%20m%C3%A1steres%20universitarios%20en%20alianza%20con%20la%20Universidad%20de%20Barcelona%2C%20UB,https://www.programaibermedia.com
Ibermedia,outro,Internacional,noticia,"Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,nao identificado,audiovisual,,60,2026,https://www.programaibermedia.com,https://www.programaibermedia.com
Ibermedia,outro,Internacional,noticia,"Nuestras noticias Nuestras noticias La ESCAC anuncia sus másteres universitarios en alianza con la Universidad de... Ibermedia 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 19 de mayo, 2026 La Escola Superior de Cinema i Audiovisuals de Catalunya, ESCAC, da un paso más en su proyecto pedagógico con la puesta en marcha de tres másteres universitarios —con titulación oficial—...",outro,nao identificado,nao identificado,audiovisual,,60,2026,https://www.programaibermedia.com/la-escac-anuncia-sus-masteres-universitarios-en-alianza-con-la-universidad-de-barcelona-ub/,https://www.programaibermedia.com
