fonte,origem_tipo,pais,classe,titulo,tipo,fase_produto,produto,categoria,valor,score,ano,link,origem
PBH,federal,Brasil,noticia,"Ata de sessão Pública, Adjudicação e Homologação parcial do- Item 09",mostra,nao identificado,festival_inscricao,inovacao,,-20,,https://dom-web.pbh.gov.br/visualizacao/ato/479873,https://prefeitura.pbh.gov.br/administracao-logistica-e-patrimonial/licitacoes-e-editais
Prefeitura SP Cultura,municipal,Brasil,noticia,Acesso à informação Acesso à informação Divisor de acesso à informação,formacao,nao identificado,formacao_mentoria,inovacao,,-20,,http://transparencia.prefeitura.sp.gov.br/sistema-eletronico-de-informacao-ao-cidadao-e-sic/,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,"Abril pra Dança terá programação gratuita para a terceira idade “Batalha Passinhos do Brasil” é destaque do Abril pra Dança com competição de improviso, técnica, domínio corporal e personalidade Abril pra Dança terá programação gratuita para a terceira idade Espaços culturais da zona sul e leste recebem formações gratuitas do Programa VAI no mês de abril Teatro",outro,nao identificado,nao identificado,cultura,,-20,,https://prefeitura.sp.gov.br/web/cultura/w/abril-pra-dan%C3%A7a-ter%C3%A1-programa%C3%A7%C3%A3o-especial-gratuita-para-a-terceira-idade,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,Arquivo Histórico Municipal (AHM): Programação,outro,nao identificado,nao identificado,cultura,,-20,2026,https://prefeitura.sp.gov.br/web/cultura/w/arquivo_historico/programacao-de-abril-de-2026,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,Biblioteca Mário de Andrade (BMA): Programação,outro,nao identificado,nao identificado,cultura,,-20,,https://prefeitura.sp.gov.br/web/cultura/w/abril-na-biblioteca-m%C3%A1rio-de-andrade,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,"Espaços culturais da zona sul e leste recebem formações gratuitas do Programa VAI no mês de abril “Batalha Passinhos do Brasil” é destaque do Abril pra Dança com competição de improviso, técnica, domínio corporal e personalidade Abril pra Dança terá programação gratuita para a terceira idade Espaços culturais da zona sul e leste recebem formações gratuitas do Programa VAI no mês de abril Teatro",outro,nao identificado,nao identificado,cultura,,-20,,https://prefeitura.sp.gov.br/web/cultura/w/espa%C3%A7os-culturais-da-zona-sul-e-leste-recebem-forma%C3%A7%C3%B5es-gratuitas-do-programa-vai-no-m%C3%AAs-de-abril,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,"Teatro na Mário retorna com adaptação do clássico “Memórias do subsolo”, escrito pelo autor russo Dostoiévski “Batalha Passinhos do Brasil” é destaque do Abril pra Dança com competição de improviso, técnica, domínio corporal e personalidade Abril pra Dança terá programação gratuita para a terceira idade Espaços culturais da zona sul e leste recebem formações gratuitas do Programa VAI no mês de abril Teatro",outro,nao identificado,nao identificado,cultura,,-20,,https://prefeitura.sp.gov.br/web/cultura/w/teatro-na-m%C3%A1rio-retorna-com-adapta%C3%A7%C3%A3o-do-cl%C3%A1ssico-mem%C3%B3rias-do-subsolo-escrito-pelo-autor-russo-dostoi%C3%A9vski,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,"“Batalha Passinhos do Brasil” é destaque do Abril pra Dança com competição de improviso, técnica, domínio corporal e personalidade “Batalha Passinhos do Brasil” é destaque do Abril pra Dança com competição de improviso, técnica, domínio corporal e personalidade Abril pra Dança terá programação gratuita para a terceira idade Espaços culturais da zona sul e leste recebem formações gratuitas do Programa VAI no mês de abril Teatro",outro,nao identificado,nao identificado,cultura,,-20,,https://prefeitura.sp.gov.br/web/cultura/w/-batalha-passinhos-do-brasil-%C3%A9-destaque-do-abril-pra-dan%C3%A7a-com-competi%C3%A7%C3%A3o-de-improviso-t%C3%A9cnica-dom%C3%ADnio-corporal-e-personalidade,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
SECULT MG,estadual,Brasil,noticia,Lei Paulo Gustavo (LPG) Lei Paulo Gustavo (LPG) Cronograma Editais Resultado Preliminar Resultado Final Suplentes,outro,nao identificado,nao identificado,inovacao,,-20,,https://www.secult.mg.gov.br,https://www.secult.mg.gov.br
SECULT MG,estadual,Brasil,noticia,Resultado Preliminar,outro,nao identificado,nao identificado,inovacao,,-20,,https://www.secult.mg.gov.br/editais/editais-02-ao-11/resultado-preliminar-dos-editais-da-lpg-de-02-a-11,https://www.secult.mg.gov.br
SPCINE,outro,Brasil,noticia,TRANSPARÊNCIA TRANSPARÊNCIA Acesso à informação Participação social Quadro de Serviços,formacao,nao identificado,formacao_mentoria,inovacao,,-20,,https://spcine.com.br,https://spcine.com.br
MinC Brasil,federal,Brasil,noticia,4ª Conferência Nacional de Cultura,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/perguntas-frequentes-4a-cnc,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,6ª Teia Nacional – Pontos de Cultura pela Justiça Climática,formacao,nao identificado,formacao_mentoria,cultura,,-30,2013,http://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/6a-teia-nacional-2013-pontos-de-cultura-pela-justica-climatica/,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,6ª Teia Nacional – Pontos de Cultura pela Justiça Climática,formacao,nao identificado,formacao_mentoria,cultura,,-30,2013,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/6a-teia-nacional-2013-pontos-de-cultura-pela-justica-climatica,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,"Abordagens, recomendações e determinações dos órgãos de controle",formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/auditorias/abordagens-recomendacoes-e-determinacoes-dos-orgaos-de-controle,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Acordos de Cooperação,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/licitacoes-e-contratos/acordos-de-cooperacao,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Agentes Territoriais de Cultura 2024,formacao,nao identificado,formacao_mentoria,cultura,,-30,2024,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/agentes-territoriais-de-cultura-2024,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Apresentação,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/apresentacao,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Atos Normativos,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/atos-normativos,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,"Ações de supervisão, controle e correição",formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/auditorias/acoes-de-supervisao-controle-e-correicao,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Base jurídica,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/base-juridica-1,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Biografia da Ministra da Cultura,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/biografia-da-ministra-da-cultura,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Competências,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/competencias,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Conselhos e Órgãos Colegiados,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/orgaos-colegiados,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Convênios e Transferências,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/convenios-e-transferencias,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Corregedoria,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/corregedoria-1,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Escritórios Estaduais do Ministério da Cultura,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/escritorios-estaduais-do-ministerio-da-cultura,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Instrumentos Internacionais,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/licitacoes-e-contratos/instrumentos-internacionais,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Lei Paulo Gustavo (LPG),formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/perguntas-frequentes-sobre-a-lei-paulo-gustavo,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Lei Rouanet,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/lei-rouanet,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Licitações,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/licitacoes-e-contratos/licitacoes,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,MICBR 2023,formacao,nao identificado,formacao_mentoria,cultura,,-30,2023,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/micbr-2023,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,MICBR+Ibero-América 2025,formacao,nao identificado,formacao_mentoria,cultura,,-30,2025,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/micbr2025,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Mapas Culturais,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/mapas-culturais,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Organograma,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/organograma-1,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Perfil Profissional,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/perfil-profissional,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Plano Anual de Atividades de Auditoria Interna (PAINT),formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/auditorias/plano-anual-de-atividades-de-auditoria-interna,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Plano Nacional de Cultura,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/plano-nacional-de-cultura,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Prestação de Contas,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/auditorias/auditorias,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Programa de Intercâmbio Cultural,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/programa-de-intercambio,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Programas Financiados pelo FAT,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/acoes-e-programas/programas-financiados-pelo-fat,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Protocolos de intenção,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/licitacoes-e-contratos/protocolos-de-intrencao,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Quem é Quem,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/quem-e-quem,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Receitas e Despesas,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/receitas-e-despesas,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Retomada Cultural RS,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/retomada-cultural-rs,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Rol de Responsáveis,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/auditorias/rol-de-responsaveis,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Sanções Administrativas,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/sancoes-administrativas,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Servidores,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/servidores,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Serviço de Informação ao Cidadão (SIC),formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Sistema Nacional de Bibliotecas Públicas,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/sistema-nacional-de-bibliotecas-publicas,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Sistema Nacional de Cultura (SNC),formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/sistema-nacional-de-cultura,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Territórios da Cultura,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/perguntas-frequentes/territorios-da-cultura,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Órgãos colegiados,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/orgaos-colegiados,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Sistema Nacional de Bibliotecas Públicas (SNBP),outro,nao identificado,nao identificado,cultura,,-30,,https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp,https://www.gov.br/cultura/pt-br
Prefeitura SP Cultura,municipal,Brasil,noticia,Organização,formacao,nao identificado,formacao_mentoria,cultura,,-30,,https://www.prefeitura.sp.gov.br/web/cultura/w/acesso_a_informacao/16061,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,Centro Cultural São Paulo (CCSP): Programação,outro,nao identificado,nao identificado,cultura,,-30,,https://centrocultural.sp.gov.br/programacao-ccspdecasa/,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
ANCINE,federal,Brasil,noticia,Nota de Pesar,outro,nao identificado,nao identificado,inovacao,,-55,,https://www.gov.br/ancine/pt-br/assuntos/noticias/nota-de-pesar-silviodarin,https://www.gov.br/ancine
ANCINE,federal,Brasil,noticia,Publicado o Decreto da Cota de Tela para 2026,outro,nao identificado,nao identificado,inovacao,,-55,2026,https://www.gov.br/ancine/pt-br/assuntos/noticias/publicado-o-decreto-da-cota-de-tela-para-2026,https://www.gov.br/ancine
ANCINE,federal,Brasil,noticia,ANCINE abre novo processo seletivo para estágio de nível superior,trabalho,nao identificado,nao identificado,inovacao,,-55,,https://www.gov.br/ancine/pt-br/assuntos/noticias/ancine-abre-novo-processo-seletivo-para-estagio-de-nivel-superior-6,https://www.gov.br/ancine
MinC Brasil,federal,Brasil,noticia,Institucional Institucional Apresentação Biografia da Ministra da Cultura Organograma Competências Quem é Quem Perfil Profissional Agenda de Autoridades Escritórios Estaduais do Ministério da Cultura Órgãos colegiados Atos Normativos Base jurídica Horário de Atendimento,formacao,nao identificado,formacao_mentoria,cultura,,-55,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Agricultura e Pecuária,outro,nao identificado,nao identificado,cultura,,-55,,https://www.gov.br/pt-br/noticias/agricultura-e-pecuaria,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Criação do Dia Nacional da Cultura Viva é debatida na Câmara,outro,nao identificado,nao identificado,cultura,,-55,,https://www.gov.br/cultura/pt-br/assuntos/noticias/criacao-do-dia-nacional-da-cultura-viva-e-debatida-na-camara,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Cultura e Esporte,outro,nao identificado,nao identificado,cultura,,-55,,https://www.gov.br/pt-br/noticias/cultura-artes-historia-e-esportes,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Forças Armadas e Defesa Civil,outro,nao identificado,nao identificado,inovacao,,-55,,https://www.gov.br/pt-br/noticias/forcas-armadas,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Notícias Notícias Serviços para o cidadão Saúde Agricultura e Pecuária Cidadania e Assistência Social Ciência e Tecnologia Comunicação Cultura e Esporte Economia e Gestão Pública Educação e Pesquisa Energia Forças Armadas e Defesa Civil Infraestrutura Justiça e Segurança Meio Ambiente Trabalho e Previdência Notícias Serviços para o cidadão Saúde Agricultura e Pecuária Cidadania e Assistência Social Ciência e Tecnologia Comunicação Cultura e Esporte Economia e Gestão Pública Educação e Pesquisa Energia Forças Armadas e Defesa Civil Infraestrutura Justiça e Segurança Meio Ambiente Trabalho e Previdência Turismo,outro,nao identificado,nao identificado,cultura,,-55,,https://www.gov.br/pt-br/noticias,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,POLÍTICA PÚBLICA Criação do Dia Nacional da Cultura Viva é debatida na Câmara,outro,nao identificado,nao identificado,cultura,,-55,,https://www.gov.br/cultura/pt-br/assuntos/noticias/criacao-do-dia-nacional-da-cultura-viva-e-debatida-na-camara,https://www.gov.br/cultura/pt-br
Prefeitura SP Cultura,municipal,Brasil,noticia,A Secretaria A Secretaria Agenda do Secretário Fale Conosco Organização Sala de Imprensa,formacao,nao identificado,formacao_mentoria,cultura,,-55,,https://capital.sp.gov.br/web/cultura/w/acesso_a_informacao/28512,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,Agenda do Secretário,formacao,nao identificado,formacao_mentoria,cultura,,-55,,https://www.prefeitura.sp.gov.br/web/cultura/acesso_a_informacao/agenda/,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
MinC Brasil,federal,Brasil,noticia,Agenda de Autoridades,formacao,nao identificado,formacao_mentoria,cultura,,-65,,https://www.gov.br/cultura/pt-br/acesso-a-informacao/institucional/agenda-de-autoridades,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,CNIC aprova 481 projetos culturais e autoriza R$ 702 milhões em incentivos fiscais em Brasília,outro,nao identificado,nao identificado,cultura,R$ 702,-65,,https://www.gov.br/cultura/pt-br/assuntos/noticias/cnic-aprova-481-projetos-culturais-e-autoriza-r-702-milhoes-em-incentivos-fiscais-em-brasilia,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,LEI ROUANET CNIC aprova 481 projetos culturais e autoriza R$ 702 milhões em incentivos fiscais em Brasília,outro,nao identificado,nao identificado,cultura,R$ 702,-65,,https://www.gov.br/cultura/pt-br/assuntos/noticias/cnic-aprova-481-projetos-culturais-e-autoriza-r-702-milhoes-em-incentivos-fiscais-em-brasilia,https://www.gov.br/cultura/pt-br
MinC Brasil,federal,Brasil,noticia,Mais Notícias,outro,nao identificado,nao identificado,cultura,,-65,,https://www.gov.br/cultura/pt-br/assuntos/noticias,https://www.gov.br/cultura/pt-br
Prefeitura SP Cultura,municipal,Brasil,noticia,Circuito de Cultura,outro,nao identificado,nao identificado,cultura,,-65,,https://www.prefeitura.sp.gov.br/web/cultura/w/noticias/31007,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,Notícias da Cultura,outro,nao identificado,nao identificado,cultura,,-65,,https://www.prefeitura.sp.gov.br/web/cultura/noticias/,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,Menu menu Menu menu Órgãos Públicos arrow_drop_down Secretarias Outros órgãos Subprefeituras Serviços Notícias Menu close Aumentar texto Diminuir texto Contrastar Acessibilidade Acessibilidade Mobile Órgãos Públicos chevron_right Serviços Notícias Legislação Ouvidoria Mais opções chevron_left Secretarias Outr,outro,nao identificado,nao identificado,cultura,,-70,,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
Prefeitura SP Cultura,municipal,Brasil,noticia,menu Menu do Site menu Menu do Site Acesso à Informação Participação Social Quadro de Serviços Acesso à Proteção de Dados Pessoais A Secretaria Agenda do Secretário Fale Conosco Organização Sala de Imprensa Circuito de Cultura Editais Concursos Endereços e Serviços Formação EMIA Rede Daora Piapi Piá Vocacional Jovem,formacao,nao identificado,formacao_mentoria,cultura,,-80,,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura,https://www.prefeitura.sp.gov.br/cidade/secretarias/cultura
